,player_name,medal_type,event_name,name_of_sport,medal_icon,country_flag
158,Morejón/Pintado,2, Race Walking Marathon (X) ,Athletics,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/EC.svg
159,Montag/Cowley,3, Race Walking Marathon (X) ,Athletics,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AU.svg
160,Y.Ogunleye,1, Shot Put (F) ,Athletics,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DE.svg
161,M.Wesche,2, Shot Put (F) ,Athletics,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NZ.svg
162,J.Song,3, Shot Put (F) ,Athletics,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
163,R.Crouser,1, Shot Put (M) ,Athletics,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
164,J.Kovacs,2, Shot Put (M) ,Athletics,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
165,R.Campbell,3, Shot Put (M) ,Athletics,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/JM.svg
166,T.Lafond,1, Triple Jump (F) ,Athletics,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DM.svg
167,S.Ricketts,2, Triple Jump (F) ,Athletics,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/JM.svg
168,J.Moore,3, Triple Jump (F) ,Athletics,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
169,J.Díaz Fortun,1, Triple Jump (M) ,Athletics,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/ES.svg
170,P.P.Pichardo,2, Triple Jump (M) ,Athletics,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/PT.svg
171,A.Díaz,3, Triple Jump (M) ,Athletics,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IT.svg
172,Chen/Jia,1, Doubles (F) ,Badminton,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
173,Liu/Tan,2, Doubles (F) ,Badminton,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
174,Matsuyama/Shida,3, Doubles (F) ,Badminton,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/JP.svg
175,Lee/Wang,1, Doubles (M) ,Badminton,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/TW.svg
176,Liang/Wang,2, Doubles (M) ,Badminton,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
177,Chia/Soh,3, Doubles (M) ,Badminton,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/MY.svg
178,Huang/Zheng,1, Doubles (X) ,Badminton,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
179,Kim/Jeong,2, Doubles (X) ,Badminton,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/KR.svg
180,Watana./Higash.,3, Doubles (X) ,Badminton,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/JP.svg
181,S.An,1, Singles (F) ,Badminton,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/KR.svg
182,B.He,2, Singles (F) ,Badminton,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
183,GTunjung,3, Singles (F) ,Badminton,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/ID.svg
184,V.Axelsen,1, Singles (M) ,Badminton,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DK.svg
185,K.Vitidsarn,2, Singles (M) ,Badminton,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/TH.svg
186,Z.Lee,3, Singles (M) ,Badminton,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/MY.svg
187,USA,1, Men ,Basketball,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
188,France,2, Men ,Basketball,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
189,Serbia,3, Men ,Basketball,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/RS.svg
190,USA,1, Women ,Basketball,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
191,France,2, Women ,Basketball,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
192,Australia,3, Women ,Basketball,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AU.svg
193,Åhman/Hellvig,1, Men ,Beach Volleyball,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/SE.svg
194,Wickler/Ehlers,2, Men ,Beach Volleyball,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DE.svg
195,Mol/Sørum,3, Men ,Beach Volleyball,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NO.svg
196,Eduar./Patrícia,1, Women ,Beach Volleyball,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/BR.svg
197,Humana/Wilkers.,2, Women ,Beach Volleyball,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CA.svg
198,Brunner/Hüberli,3, Women ,Beach Volleyball,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CH.svg
199,Y.Deng,1, BMX Freestyle (F) ,BMX Freestyle,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
200,P.Benegas,2, BMX Freestyle (F) ,BMX Freestyle,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
201,N.Diehm,3, BMX Freestyle (F) ,BMX Freestyle,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AU.svg
202,J.Torres Gil,1, Park (M) ,BMX Freestyle,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AR.svg
203,K.Reilly,2, Park (M) ,BMX Freestyle,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
204,A.Jeanjean,3, Park (M) ,BMX Freestyle,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
205,Y.Wu,1, Light Flyweight (F) ,Boxing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
206,B.Çakıroğlu,2, Light Flyweight (F) ,Boxing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/TR.svg
207,N.Kyzaibay,3, Light Flyweight (F) ,Boxing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/KZ.svg
208,A.Villegas,3, Light Flyweight (F) ,Boxing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/PH.svg
209,A.Muydinkhujaev,1, Light Middleweight (M) ,Boxing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/UZ.svg
210,M.Verde Alvarez,2, Light Middleweight (M) ,Boxing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/MX.svg
211,O.Jones,3, Light Middleweight (M) ,Boxing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
212,L.Richardson,3, Light Middleweight (M) ,Boxing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
213,K.Harrington,1, Up to 60kg (F) ,Boxing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IE.svg
214,W.Yang,2, Up to 60kg (F) ,Boxing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
215,S.Wu,3, Up to 60kg (F) ,Boxing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/TW.svg
216,B.Ferreira,3, Up to 60kg (F) ,Boxing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/BR.svg
217,Q.Li,1, Up to 75kg (F) ,Boxing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
218,A.Bylon,2, Up to 75kg (F) ,Boxing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/PA.svg
219,C.Parker,3, Up to 75kg (F) ,Boxing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AU.svg
220,C.Djankeu Ngamb,3, Up to 75kg (F) ,Boxing,C:\Users\t480\Downloads\bronzeimage.svg,
221,B.Jalolov,1, Over 91 kg (M) ,Boxing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/UZ.svg
222,A.Ghadfa Drissi,2, Over 91 kg (M) ,Boxing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/ES.svg
223,N.Tiafack,3, Over 91 kg (M) ,Boxing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DE.svg
224,D.Aboudou Moind,3, Over 91 kg (M) ,Boxing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
225,H.Dusmatov,1, Up to 52 kg (M) ,Boxing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/UZ.svg
226,B.Bennama,2, Up to 52 kg (M) ,Boxing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
227,Y.Alcantara Rey,3, Up to 52 kg (M) ,Boxing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DO.svg
228,D.de Pina,3, Up to 52 kg (M) ,Boxing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CV.svg
229,Y.Chang,1, Up to 54 kg (F) ,Boxing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
230,H.Akbas,2, Up to 54 kg (F) ,Boxing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/TR.svg
231,C.Pang,3, Up to 54 kg (F) ,Boxing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/KP.svg
232,A.Im,3, Up to 54 kg (F) ,Boxing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/KR.svg
233,Y.Lin,1, Up to 57 kg (F) ,Boxing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/TW.svg
234,J.Szeremeta,2, Up to 57 kg (F) ,Boxing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/PL.svg
235,E.Yildiz Kahram,3, Up to 57 kg (F) ,Boxing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/TR.svg
236,N.Petecio,3, Up to 57 kg (F) ,Boxing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/PH.svg
237,A.Khalokov,1, Up to 57 kg (M) ,Boxing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/UZ.svg
238,M.Seiitbek-Uulu,2, Up to 57 kg (M) ,Boxing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/KG.svg
239,C.Senior,3, Up to 57 kg (M) ,Boxing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AU.svg
240,J.Ibanez Diaz,3, Up to 57 kg (M) ,Boxing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/BG.svg
241,E.Alvarez Borge,1, Up to 64 kg (M) ,Boxing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CU.svg
242,S.Oumiha,2, Up to 64 kg (M) ,Boxing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
243,W.Sanford,3, Up to 64 kg (M) ,Boxing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CA.svg
244,L.Guruli,3, Up to 64 kg (M) ,Boxing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GE.svg
245,I.Khelif,1, Up to 69 kg (F) ,Boxing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DZ.svg
246,L.Yang,2, Up to 69 kg (F) ,Boxing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
247,J.Suwannapheng,3, Up to 69 kg (F) ,Boxing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/TH.svg
248,N.Chen,3, Up to 69 kg (F) ,Boxing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/TW.svg
249,O.Khyzhniak,1, Up to 81 kg (M) ,Boxing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/UA.svg
250,N.Oralbay,2, Up to 81 kg (M) ,Boxing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/KZ.svg
251,C.Pinales,3, Up to 81 kg (M) ,Boxing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DO.svg
252,A.Lopez Cardona,3, Up to 81 kg (M) ,Boxing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CU.svg
253,L.Mullojonov,1, Up to 91 kg (M) ,Boxing,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/UZ.svg
254,L.Alfonso,2, Up to 91 kg (M) ,Boxing,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AZ.svg
255,E.Reyes,3, Up to 91 kg (M) ,Boxing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/ES.svg
256,D.Boltaev,3, Up to 91 kg (M) ,Boxing,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/TJ.svg
257,A.Yuasa,1, Breakdance (F) ,Breaking,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/JP.svg
258,D.Banevič,2, Breakdance (F) ,Breaking,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/LT.svg
259,L.Qingyi,3, Breakdance (F) ,Breaking,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
260,P.Kim,1, Breakdance (M) ,Breaking,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CA.svg
261,D.Civil,2, Breakdance (M) ,Breaking,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
262,V.Montalvo,3, Breakdance (M) ,Breaking,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
263,N.Gestin,1, C-Slalom Singles (M) ,Canoe Slalom,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
264,A.Burgess,2, C-Slalom Singles (M) ,Canoe Slalom,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
265,M.Benus,3, C-Slalom Singles (M) ,Canoe Slalom,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/SK.svg
266,J.Fox,1, K-Slalom Singles (F) ,Canoe Slalom,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AU.svg
267,K.Zwolinska,2, K-Slalom Singles (F) ,Canoe Slalom,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/PL.svg
268,K.Woods,3, K-Slalom Singles (F) ,Canoe Slalom,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
269,G.de Gennaro,1, K-Slalom Singles (M) ,Canoe Slalom,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IT.svg
270,T.Castryck,2, K-Slalom Singles (M) ,Canoe Slalom,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
271,P.Echaniz,3, K-Slalom Singles (M) ,Canoe Slalom,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/ES.svg
272,J.Fox,1, Slalom C-1 (F) ,Canoe Slalom,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AU.svg
273,E.Lilik,2, Slalom C-1 (F) ,Canoe Slalom,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DE.svg
274,E.Leibfarth,3, Slalom C-1 (F) ,Canoe Slalom,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
275,N.Fox,1, Slalom Extreme K-1 (F) ,Canoe Slalom,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AU.svg
276,A.Hug,2, Slalom Extreme K-1 (F) ,Canoe Slalom,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
277,K.Woods,3, Slalom Extreme K-1 (F) ,Canoe Slalom,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
278,F.Butcher,1, Slalom Extreme K-1 (M) ,Canoe Slalom,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NZ.svg
279,J.Clarke,2, Slalom Extreme K-1 (M) ,Canoe Slalom,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
280,N.Hegge,3, Slalom Extreme K-1 (M) ,Canoe Slalom,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DE.svg
281,Liu/Ji,1,  FW C-2 500m (M) ,Canoe Sprint,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
282,Casadei/Tacchi.,2,  FW C-2 500m (M) ,Canoe Sprint,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IT.svg
283,Moreno/Doming.,3,  FW C-2 500m (M) ,Canoe Sprint,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/ES.svg
284,Schopf/Lemke,1,  FW K-2 500m (M) ,Canoe Sprint,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DE.svg
285,Nadas/Totka,2,  FW K-2 500m (M) ,Canoe Sprint,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/HU.svg
286,Westhuy./Green,3,  FW K-2 500m (M) ,Canoe Sprint,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AU.svg
287,K.Vincent,1, C-1 200m ,Canoe Sprint,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CA.svg
288,N.Harrison,2, C-1 200m ,Canoe Sprint,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
289,Y.Cirilo Duboys,3, C-1 200m ,Canoe Sprint,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CU.svg
290,M.Fuksa,1, C-1000m Singles (M) ,Canoe Sprint,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CZ.svg
291,I.Queiroz d.S.,2, C-1000m Singles (M) ,Canoe Sprint,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/BR.svg
292,S.Tarnovschi,3, C-1000m Singles (M) ,Canoe Sprint,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/MD.svg
293,Xu/Sun,1, C-2 500m ,Canoe Sprint,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
294,Luzan/Rybachok,2, C-2 500m ,Canoe Sprint,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/UA.svg
295,Vincent/Macken.,3, C-2 500m ,Canoe Sprint,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CA.svg
296,J.Dostal,1, K-1000m Singles (M) ,Canoe Sprint,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CZ.svg
297,A.Varga,2, K-1000m Singles (M) ,Canoe Sprint,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/HU.svg
298,B.Kopasz,3, K-1000m Singles (M) ,Canoe Sprint,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/HU.svg
299,Hoskin/Carring.,1, K-500m Doubles (F) ,Canoe Sprint,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NZ.svg
300,Gazsó/Csipes,2, K-500m Doubles (F) ,Canoe Sprint,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/HU.svg
301,Paszek/Hake,3, K-500m Doubles (F) ,Canoe Sprint,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DE.svg
302,Fojt/Pupp,3, K-500m Doubles (F) ,Canoe Sprint,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/HU.svg
303,New Zealand,1, K-500m Fours (F) ,Canoe Sprint,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NZ.svg
304,Germany,2, K-500m Fours (F) ,Canoe Sprint,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DE.svg
305,Hungary,3, K-500m Fours (F) ,Canoe Sprint,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/HU.svg
306,L.Carrington,1, K-500m Singles (F) ,Canoe Sprint,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NZ.svg
307,T.Csipes,2, K-500m Singles (F) ,Canoe Sprint,C:\Users\t480\Downloads\silverimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/HU.svg
308,E.Jørgensen,3, K-500m Singles (F) ,Canoe Sprint,C:\Users\t480\Downloads\bronzeimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DK.svg
309,Germany,1, K4 500m (M) ,Canoe Sprint,C:\Users\t480\Downloads\goldimage.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DE.svg
